"VABC Liquor and Wines Price List Effective Date: April 01, 2017 - June 30, 2017",,,,,,
Description,Code,Brand,Size,Age,Proof,Price
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),80166,Granny's Gingerbread Cream,750ml,,25,$10.99 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),74142,Grind Espresso Shot,750ml,,60,$17.99 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),74140,Grind Espresso Shot,50ml,,60,$1.99 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),80196,Hiram Walker Banana Creme,750ml,,30,$9.99 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),80206,Hiram Walker Cassis Creme,750ml,,30,$9.99 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),80826,Ice 101 Peppermint Schnapps,750ml,,101,$19.99 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),74782,Jack Daniel's Winter Jack,750ml,,30,$18.99 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),86251,Juarez Triple Sec,1L,,30,$4.89 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),75214,Kinky Blue Liqueur,750ml,,34,$19.99 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),75216,Kinky Gold Liqueur,750ml,,34,$19.99 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),75211,Kinky Liqueur,750ml,,34,$19.99 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),86284,Leroux Triple Sec,375ml,,48,$4.99 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),86286,Leroux Triple Sec,750ml,,48,$8.99 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),80330,Mary Hite Bowman Caramel Cream,750ml,,34,$19.99 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),86390,Montezuma Triple Sec,1L,,30,$4.59 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),76235,Mothers Apple Pie Liqueur,750ml,,40,$9.99 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),86487,Mr. Boston Triple Sec,1L,,34,$4.59 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),76242,Mt. Defiance Absinthe,375ml,,136,$35.99 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),86702,Mystic Bourbon Liqueur,750ml,,60,$25.99 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),86699,Mystic Bourbon Liqueur,50ml,,60,$2.29 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),73940,Night Life Coffee Liqueur,375ml,,60,$22.99 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),76442,Oster Vit,750ml,,84,$36.49 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),76478,PAMA Pomegranate,750ml,,34,$19.99 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),76455,PAMA Pomegranate,1L,,17,$21.99 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),73054,RumChata,1.75L,,27.5,$44.99 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),73051,RumChata,50ml,,27.5,$1.99 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),73050,RumChata,750ml,,27,$20.99 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),86818,Southern Comfort Cherry,1L,,60,$19.99 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),86826,Southern Comfort Lime,1L,,60,$19.99 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),77481,St. Elder Natural Elderflower Liqueur,50ml,,40,$1.19 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),77474,St. Elder Natural Elderflower Liqueur,750ml,,40,$19.99 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),77472,Sweet Revenge Sour Mash,750ml,,71,$18.99 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),65204,Tequila Rose,50ml,,30,$1.29 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),65200,Tequila Rose Glass,750ml,,30,$20.99 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),77476,Trave Amaretto,750ml,,42,$5.99 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),77786,Tuaca Liquore Italiano,750ml,,70,$21.99 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),77787,Tuaca Liquore Italiano,1L,,70,$29.99 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),77934,Twenty Grand Maraschino Cherry,50ml,,80,$1.49 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),77585,VeeV Acai Liqueur,750ml,,60,$26.89 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),77770,Viniq Vodka Glow,750ml,,40,$19.99 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),77735,Viniq Vodka Original,750ml,,40,$19.99 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),77760,Viniq Vodka Ruby,750ml,,40,$19.99 
CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC),80497,Whisper Creek Tennessee Sipping Cream,50ml,,40,$2.30 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64002,Absente Absinthe,100ml,,110,$8.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64000,Absente Absinthe,750ml,,110,$44.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),71441,After Shock,50ml,,80,$2.49 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),71446,After Shock,750ml,,80,$19.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64083,Alize Gold Passion,750ml,,32,$19.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64069,Alize Red Passion,200ml,,32,$5.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64068,Alize Red Passion,375ml,,32,$9.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64085,Alize Red Passion,750ml,,32,$19.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64086,Alize Red Passion,1L,,80,$23.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),67866,Amarula Cream Liqueur,750ml,,34,$24.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64121,Ancho Reyes Liqueur,750ml,,80,$34.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64147,Aperol,750ml,,22,$26.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64250,Averno Amaro,750ml,,58,$34.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),72356,Bailey's Almande,750ml,,13,$27.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),72355,Bailey's Almande,50ml,,13,$2.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),68022,Bailey's Caramel Irish Cream,750ml,,34,$27.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),68013,Bailey's Espresso Creme,750ml,,34,$27.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),68012,Bailey's Espresso Creme,50ml,,34,$2.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),68031,Bailey's Original Irish Cream,50ml,,34,$2.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),68034,Bailey's Original Irish Cream,375ml,,34,$14.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),68036,Bailey's Original Irish Cream,750ml,,34,$27.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),68037,Bailey's Original Irish Cream,1L,,34,$36.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),68038,Bailey's Original Irish Cream,1.75L,,34,$51.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),68042,Bailey's Pumpkin Spice,750ml,,34,$27.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),68049,Bailey's Vanilla Cinnamon,750ml,,34,$27.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64363,Barenjager Honey And Bourbon,750ml,,70,$29.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64356,Barenjager Honey Liqueur,750ml,,70,$29.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),66566,Basilica Sambuca,750ml,,76,$13.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64416,Benedictine,750ml,,80,$36.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64332,Benedictine & Brandy DOM,375ml,,80,$19.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64336,Benedictine & Brandy DOM,750ml,,80,$37.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64469,Bols Maraschino Liqueur,750ml,,48,$16.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),72631,Bols Pomegranate,1L,,34,$11.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64481,Bols Yogurt Liqueur,750ml,,30,$15.90 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),68085,Cabot Trail Maple Cream,750ml,,60,$21.90 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),72817,Caffe Lolita,1L,,53,$11.49 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),72816,Caffe Lolita Coffee,750ml,,53,$9.45 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),82706,California Butterscotch,750ml,,30,$10.90 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64636,Campari Aperitivo,750ml,,48,$32.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64601,Caravella Limoncello,750ml,,56,$19.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),68127,Carolan's Irish Cream,1L,,34,$18.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),68126,Carolan's Irish Cream,750ml,,34,$13.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),68128,Carolan's Irish Cream,1.75L,,34,$29.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),72958,Chacho Aguardiente,750ml,,70,$25.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64669,Chambord,50ml,,33,$3.49 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64674,Chambord,375ml,,34,$19.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64676,Chambord,750ml,,33,$34.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64696,Chartreuse Green,750ml,,110,$63.79 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64706,Chartreuse Yellow,750ml,,100,$63.79 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64753,Chum Churum Original Soju,375ml,,20,$5.89 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64810,Chum Churum Original Soju,1.75L,,36,$17.49 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64776,Cointreau,750ml,,80,$39.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64779,Cointreau,1L,,40,$49.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64771,Cointreau,50ml,,40,$3.80 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64774,Cointreau,375ml,,80,$25.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),73342,Confucius Wisdom,200ml,,80,$8.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),67426,Copa De Oro,750ml,,42,$9.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),67427,Copa De Oro,1L,,42,$10.69 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),67428,Copa De Oro,1.75L,,42,$17.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64131,Di Saronno Amaretto,50ml,,56,$3.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64135,Di Saronno Amaretto,375ml,,56,$17.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64137,Di Saronno Amaretto,1L,,56,$39.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64136,Di Saronno Amaretto,750ml,,56,$32.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64138,Disaronno Amaretto,1.75L,,57,$54.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),467,Disaronno Sour Hour,750ml,,56,$29.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64644,Domaine De Canton,375ml,,56,$19.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64645,Domaine De Canton,750ml,,77,$35.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64900,Double Barrel Shots Diablo,200ml,,40,$7.09 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64901,Double Barrel Shots Horny Bull,200ml,,40,$7.09 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64903,Double Barrel Shots Skull Crusher,200ml,,40,$7.09 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),69611,Dr. Mcgillicuddy's Apple Pie,750ml,,42,$13.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),69703,Dr. Mcgillicuddy's Root Beer PET,50ml,,42,$0.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),69706,Dr. Mcgillicuddy's Rootbeer,750ml,,42,$13.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64876,Drambuie,750ml,,80,$42.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64880,Drambuie,375ml,,80,$24.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),68306,Emmet's Irish Cream,750ml,,34,$12.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),68307,Emmet's Irish Cream,1L,,34,$19.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64976,Fernet Branca,750ml,,78,$29.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64995,Frangelico,375ml,,48,$16.49 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64996,Frangelico,750ml,,48,$29.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65017,Galliano L'autentico,375ml,,84.6,$16.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65040,Gioia Luisa Limoncello Igp,750ml,,80,$25.09 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65061,Goldschlager Schnapps,50ml,,87,$2.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65065,Goldschlager Schnapps,375ml,,87,$14.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65066,Goldschlager Schnapps,750ml,,87,$27.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65067,Goldschlager Schnapps,1L,,87,$34.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),66936,Gran Gala Triple Orange,750ml,,80,$19.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),66937,Gran Gala Triple Orange,1L,,80,$22.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),66938,Gran Gala Triple Orange,1.75L,,80,$39.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65121,Grand Marnier,50ml,,80,$3.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65126,Grand Marnier,750ml,,80,$36.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65127,Grand Marnier,1L,,80,$49.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65128,Grand Marnier Cordon Rouge,1.75L,,80,$79.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65125,Grand Marnier Cordon Rouge,375ml,,80,$19.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65090,Grand Marnier Cuvee du Centenaire,750ml,,80,$199.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),67487,Grand Marnier Raspberry Peach,750ml,,80,$36.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),67490,Grand Marnier Raspberry Peach,375ml,,80,$19.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65131,"Grande Absente, Absinthe Originale",750ml,,138,$69.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65170,Harlequin,750ml,,80,$19.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65194,Hpnotiq Liqueur,375ml,,34,$12.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65195,Hpnotiq Liqueur,750ml,,34,$22.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65191,Hpnotiq Liqueur,50ml,,34,$2.29 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65188,Hpnotiq Liqueur,1.75L,,34,$39.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65189,Hpnotiq Liqueur,1L,,34,$26.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65178,Iichiko Silhovette Shochu,750ml,,50,$33.49 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65185,Irish Mist Honey,750ml,,70,$29.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65251,Jagermeister,50ml,,70,$2.49 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65256,Jagermeister,750ml,,70,$24.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65257,Jagermeister,1L,,70,$29.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65253,Jagermeister,200ml,,70,$6.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65258,Jagermeister,1.75L,,70,$50.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65254,Jagermeister,375ml,,70,$13.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65248,Jagermeister Spice,750ml,,50,$24.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65266,Jinro Chamisul Soju,375ml,,46,$5.89 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65277,Jinro Chamjinisulro Soju,1.75L,,40,$16.29 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65278,Jinro Chamsul Fresh,375ml,,22,$5.89 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),67523,Kahlua Coffee,200ml,,40,$8.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),67524,Kahlua Coffee,375ml,,40,$13.49 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),67526,Kahlua Coffee,750ml,,40,$24.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),67527,Kahlua Coffee,1L,,40,$32.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),67528,Kahlua Coffee,1.75L,,40,$49.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),67522,Kahlua Coffee,50ml,,40,$2.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),2774,Kahlua Coffee W/ Glasses,750ml,,40,$22.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),67556,Kamora Coffee,750ml,,40,$11.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),67586,Kapali Coffee,750ml,,40,$9.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),67587,Kapali Coffee,1L,,40,$11.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),68559,Kerrygold Irish Cream Liqueur,750ml,,34,$29.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),68558,Kerrygold Irish Cream Liqueur,50ml,,34,$1.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),72685,Krupnikas Spiced Honey Liquuer,750ml,,80,$32.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64678,Kum Bok Ju Charm Soju,375ml,,38,$4.09 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65386,La Belle Orange,750ml,,80,$21.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65382,La Pinta Pomegranate,750ml,,38,$34.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65426,Licor 43,750ml,,62,$19.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65446,Linie Aquavit,750ml,,83,$29.19 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),67610,Luxardo Maraschino,750ml,,32,$34.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65896,Metaxa Ouzo,750ml,,80,$18.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),67006,Midori Melon,750ml,,40,$24.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65984,Nektar Liqueur,750ml,,36,$32.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),65983,Nero Walnut Liqueur,750ml,,50,$34.89 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),66145,Pallini Limoncello,750ml,,52,$26.49 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),66140,Pallini Peachcello Liqueur,750ml,,52,$26.49 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64693,Patron Citronge Lime Liqueur,750ml,,70,$26.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64832,Patron Citronge Mango Liqueur,750ml,,70,$26.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64738,Patron Citronge Orange Liqueur,375ml,,80,$14.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64737,Patron Citronge Orange Liqueur,1L,,80,$32.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64736,Patron Citronge Orange Liqueur,750ml,,80,$26.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),67595,Patron XO Cafe,750ml,,70,$28.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),67602,Patron XO Cafe Incendio,750ml,,60,$28.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),66186,Pernod Anise,750ml,,80,$33.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),86960,Peychaud's,148ml,,70,$4.89 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),66226,Pimm's No. 1 Cup,750ml,,67,$19.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),66520,Reserva Del Senior Premium Almendrado,750ml,,60,$48.79 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),66631,Romana Sambuca,50ml,,84,$2.29 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),66636,Romana Sambuca,750ml,,84,$26.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),66637,Romana Sambuca,1L,,84,$29.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64816,Romana Sambuca Black,750ml,,80,$26.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),73055,RumChata,750ml,,27,$20.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),73058,Rumchata Minichata Creamers,375ml,,27.5,$13.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),69940,Rumple Minze,50ml,,100,$2.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),69945,Rumple Minze,375ml,,100,$14.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),69946,Rumple Minze,750ml,,100,$27.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),69947,Rumple Minze,1L,,100,$33.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),80456,Ryan's Cream,750ml,,34,$11.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),80458,Ryan's Cream,1.75L,,34,$19.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),66554,Sahn Soju,375ml,,22,$5.89 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),66810,Solerno Blood Orange Liqueur,750ml,,80,$39.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),68842,St. Brendan's Superior Irish Cream,1L,,34,$17.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),68841,St. Brendan's Superior Irish Cream,50ml,,34,$1.79 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),68846,St. Brendan's Superior Irish Cream,750ml,,34,$13.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),68848,St. Brendan's Superior Irish Cream,1.75L,,34,$27.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),66836,St. Germain Liqueur,750ml,,40,$37.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),66834,St. Germain Liqueur,200ml,,40,$12.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),64550,The Bitter Truth Celery Bitters,200ml,,88,$19.89 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),67806,Tia Maria,750ml,,53,$27.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),67149,Twisted Shotz Washington Apple,100ml,,40,$5.79 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),67192,X-Rated Fusion,750ml,,34,$19.99 
CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED),67205,X-Rated Tropix,750ml,,70,$25.90 
EGG NOG,56825,Admiral Nelson's Egg Nog,750ml,,25,$8.49 
EGG NOG,59101,Evan Williams Egg Nog,1.75L,,30,$16.99 
EGG NOG,59100,Evan Williams Egg Nog,750ml,,30,$8.49 
EGG NOG,62906,Mr. Boston Egg Nog,750ml,,30,$7.99 
EGG NOG,62907,Mr. Boston Egg Nog,1L,,30,$8.99 
EGG NOG,62796,Old New England Chocolate Egg Nog,750ml,,30,$8.49 
EGG NOG,62807,Old New England Egg Nog,1L,,30,$9.99 
EGG NOG,62808,Old New England Egg Nog,1.75L,,30,$15.49 
EGG NOG,86715,Ole Smoky Shine Nog Moonshine,750ml,,35,$24.99 
EGG NOG,61616,Pennsylvania Dutch Egg Nog,750ml,,29.5,$9.99 
EGG NOG,76438,St. Nicks Egg Nog,1.75L,,25,$13.59 
GIN (DOMESTIC),29093,Aristocrat Gin,200ml,,80,$2.19 
GIN (DOMESTIC),29094,Aristocrat Gin,375ml,,80,$3.99 
GIN (DOMESTIC),29096,Aristocrat Gin,750ml,,80,$6.49 
GIN (DOMESTIC),29097,Aristocrat Gin,1L,,80,$7.69 
GIN (DOMESTIC),29098,Aristocrat Gin,1.75L,,80,$12.69 
GIN (DOMESTIC),29119,Aviation Gin,750ml,,84,$25.99 
GIN (DOMESTIC),29256,Barr Hill Gin,750ml,,90,$39.99 
GIN (DOMESTIC),29283,Barton Gin,200ml,,80,$2.09 
GIN (DOMESTIC),29284,Barton Gin,375ml,,80,$3.89 
GIN (DOMESTIC),29286,Barton Gin,750ml,,80,$6.29 
GIN (DOMESTIC),29287,Barton Gin,1L,,80,$7.49 
GIN (DOMESTIC),29288,Barton Gin,1.75L,,80,$12.59 
GIN (DOMESTIC),29314,Battle Standard 142 Navy Strength Gin,750ml,,114,$34.99 
GIN (DOMESTIC),33486,Black Button Gin,750ml,,84,$34.89 
GIN (DOMESTIC),29412,Bluecoat Barrel Finish Gin,750ml,,94,$32.89 
